id_meurtre,Victime,Maison,Quand1,Quand2,Quand,Lieu,Tueur,Comment,Technique,Raison,Hauteur,Size
  Death #151,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Baratheon of King's Landing soldier, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #152,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing," Sandor ""the Hound"" Clegane", Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #153,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Baratheon of King's Landing soldier, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #154,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 2, Episode 9,18, King's Landing, Baratheon of Dragonstone soldier, Axe, Axe, Killed during the Battle of the Blackwater,,
  Death #155,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 2, Episode 9,18, King's Landing, Baratheon of Dragonstone soldier, Hands, Hands, Killed during the Battle of the Blackwater,,
  Death #156,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Bronn, Arrow, Arrow, Killed during the Battle of the Blackwater,,
  Death #157,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Bronn, Knife, Blade, Killed during the Battle of the Blackwater,,
  Death #158,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Baratheon of King's Landing soldier, Fire, Fire/Burning, Killed during the Battle of the Blackwater,,
  Death #159,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 2, Episode 9,18, King's Landing, Stannis Baratheon, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #160,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 2, Episode 9,18, King's Landing, Stannis Baratheon, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #161,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Baratheon of King's Landing soldier, Boulder, Crushing, Killed during the Battle of the Blackwater,,
  Death #162,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Baratheon of King's Landing soldier, Boulder, Crushing, Killed during the Battle of the Blackwater,,
  Death #163,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 2, Episode 9,18, King's Landing, Baratheon of Dragonstone soldier, Arrow, Arrow, Killed during the Battle of the Blackwater,,
  Death #164,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 2, Episode 9,18, King's Landing, Baratheon of Dragonstone soldier, Arrow, Arrow, Killed during the Battle of the Blackwater,,
  Death #165,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Tyrion Lannister, Axe, Axe, Killed during the Battle of the Blackwater,,
  Death #166,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Baratheon of King's Landing soldier, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #167,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Baratheon of King's Landing soldier, Unknown, Unknown, Killed during the Battle of the Blackwater,,
  Death #168,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Baratheon of King's Landing soldier, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #169,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 2, Episode 9,18, King's Landing, Stannis Baratheon, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #170,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 2, Episode 9,18, King's Landing, Baratheon of Dragonstone soldier, Bludgeon, Bludgeon, Killed during the Battle of the Blackwater,,
  Death #171,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 2, Episode 9,18, King's Landing, Stannis Baratheon, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #172,Mandon Moore, House Moore  Kingsguard, Season 2, Episode 9,18, King's Landing, Podrick Payne, Spear, Spear, Attempted to kill Tyrion Lannister during the Battle of Blackwater,,
  Death #173,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 2, Episode 9,18, King's Landing, Baratheon of Dragonstone soldier, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #174,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Baratheon of King's Landing soldier, Unknown, Unknown, Killed during the Battle of the Blackwater,,
  Death #175,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Loras Tyrell, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #176,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Loras Tyrell, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #177,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Loras Tyrell, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #178,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Lannister soldier, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #179,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Loras Tyrell, Sword, Blade, Killed during the Battle of the Blackwater,,
  Death #180,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Baratheon of King's Landing soldier, Arrow, Arrow, Killed during the Battle of the Blackwater,,
  Death #181,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 2, Episode 9,18, King's Landing, Baratheon of King's Landing soldier, Arrow, Arrow, Killed during the Battle of the Blackwater,,
  Death #190,Wight, None, Season 3, Episode 1,20, Beyond the Wall, Jeor Mormont, Fire, Fire/Burning, Attacked Sam Tarly,,
  Death #191,Manticore, None, Season 3, Episode 1,20, Astapor, Barristan Selmy, Knife, Blade, Attacked Daenerys Targaryen,,
  Death #270,Stark soldier, House Stark, Season 3, Episode 10,29, The Twins, Frey soldier, Sword, Blade, Killed during the Red Wedding,,
  Death #271,Stark soldier, House Stark, Season 3, Episode 10,29, The Twins, Frey soldier, Hanging, Other, Killed during the Red Wedding,,
  Death #272,Stark soldier, House Stark, Season 3, Episode 10,29, The Twins, Frey soldier, Sword, Blade, Killed during the Red Wedding,,
  Death #273,Frey soldier, House Frey, Season 3, Episode 10,29, Riverlands, Arya Stark, Knife, Blade, Killed in revenge for the Red Wedding,,
  Death #274,Frey soldier, House Frey, Season 3, Episode 10,29, Riverlands," Sandor ""the Hound"" Clegane", Sword, Blade, Attacked after Arya Stark killed a Frey in revenge for the Red Wedding,,
  Death #275,Frey soldier, House Frey, Season 3, Episode 10,29, Riverlands," Sandor ""the Hound"" Clegane", Sword, Blade, Attacked after Arya Stark killed a Frey in revenge for the Red Wedding,,
  Death #276,Frey soldier, House Frey, Season 3, Episode 10,29, Riverlands," Sandor ""the Hound"" Clegane", Sword, Blade, Attacked after Arya Stark killed a Frey in revenge for the Red Wedding,,
  Death #192,Hoster Tully, House Tully, Season 3, Episode 2,21, Riverrun, None, Illness, Other, None,,
  Death #193,Bolton soldier, House Bolton, Season 3, Episode 3,22, Dreadfort, Ramsay Bolton, Arrow, Arrow, Attacked Theon Greyjoy when he tried to escape torture,,
  Death #194,Bolton soldier, House Bolton, Season 3, Episode 3,22, Dreadfort, Ramsay Bolton, Arrow, Arrow, Attacked Theon Greyjoy when he tried to escape torture,,
  Death #195,Bolton soldier, House Bolton, Season 3, Episode 3,22, Dreadfort, Ramsay Bolton, Arrow, Arrow, Attacked Theon Greyjoy when he tried to escape torture,,
  Death #196,Bolton soldier, House Bolton, Season 3, Episode 3,22, Dreadfort, Ramsay Bolton, Arrow, Arrow, Attacked Theon Greyjoy when he tried to escape torture,,
  Death #197,Bannen, Night's Watch, Season 3, Episode 4,23, Beyond the Wall, None, Broken foot, Other, Critically wounded at the Battle of the Fist of the First Men,,
  Death #198,Craster, Night's Watch, Season 3, Episode 4,23, Beyond the Wall, Karl Tanner, Knife, Blade, Attacked Karl Tanner after he insulted Craster and demanded more food,,
  Death #199,Jeor Mormont, Night's Watch  House Mormont, Season 3, Episode 4,23, Beyond the Wall, Rast, Knife, Blade, Attacked in a mutiny,,
  Death #200,Astapor slaver, Good Masters, Season 3, Episode 4,23, Astapor, Unsullied, Spear, Spear, Ordered to by Daenerys Targaryen during her sack of Astapor,,
  Death #201,Astapor slaver, Good Masters, Season 3, Episode 4,23, Astapor, Unsullied, Spear, Spear, Ordered to by Daenerys Targaryen during her sack of Astapor,,
  Death #202,Kraznys mo Nakloz, Good Masters, Season 3, Episode 4,23, Astapor, Drogon, Dragonfire, Animal, Daenerys wanted to take the Unsullied army and to free Astapor's slaves,,
  Death #203,Astapor soldier, Good Masters, Season 3, Episode 4,23, Astapor, Unsullied, Spear, Spear, Ordered by Daenerys Targaryen during her sack of Astapor,,
  Death #204,Astapor soldier, Good Masters, Season 3, Episode 4,23, Astapor, Unsullied, Spear, Spear, Ordered by Daenerys Targaryen during her sack of Astapor,,
  Death #205,Astapor soldier, Good Masters, Season 3, Episode 4,23, Astapor, Unsullied, Spear, Spear, Ordered by Daenerys Targaryen during her sack of Astapor,,
  Death #206,Astapor slaver, Good Masters, Season 3, Episode 4,23, Astapor, Unsullied, Spear, Spear, Ordered by Daenerys Targaryen during her sack of Astapor,,
  Death #207,Beric Dondarrion, Brotherhood Without Banners, Season 3, Episode 5,24, Riverlands," Sandor ""the Hound"" Clegane", Sword, Blade, Killed during a trial by combat (Brought back to life by Thoros of Myr using the power of the Lord of Lig,,
  Death #208,Stark soldier, House Stark, Season 3, Episode 5,24, Riverrun, Karstark soldier, Sword, Blade, Killed protecting Willem and Martyn Lannister,,
  Death #209,Willem Lannister, House Lannister, Season 3, Episode 5,24, Riverrun, Karstark soldier, Unknown, Unknown, Rickard Karstark wanted revenge for the death of his two sons  who were killed by Jaime Lannister,,
  Death #210,Martyn Lannister, House Lannister, Season 3, Episode 5,24, Riverrun, Rickard Karstark, Knife, Blade, Rickard Karstark wanted revenge for the death of his two sons  who were killed by Jaime Lannister,,
  Death #211,Rickard Karstark, House Karstark  House Stark, Season 3, Episode 5,24, Riverrun, Robb Stark, Sword, Blade, Executed for murdering two Lannister prisoners,,
  Death #212,Wildling, Free Folk, Season 3, Episode 6,25, The Wall, None, Falling, Falling, Fell while climbing the Wall,,
  Death #213,Wildling, Free Folk, Season 3, Episode 6,25, The Wall, None, Falling, Falling, Fell while climbing the Wall,,
  Death #214,Wildling, Free Folk, Season 3, Episode 6,25, The Wall, None, Falling, Falling, Fell while climbing the Wall,,
  Death #215,Wildling, Free Folk, Season 3, Episode 6,25, The Wall, None, Falling, Falling, Fell while climbing the Wall,,
  Death #216,Wildling, Free Folk, Season 3, Episode 6,25, The Wall, None, Falling, Falling, Fell while climbing the Wall,,
  Death #217,Wildling, Free Folk, Season 3, Episode 6,25, The Wall, None, Falling, Falling, Fell while climbing the Wall,,
  Death #218,Ros, Varys  House Baelish, Season 3, Episode 6,25, King's Landing, Joffrey Baratheon, Arrow, Arrow, Killed for Joffrey's sadistic pleasure. Given to Joffrey by Petyr Baelish  after spying for Varys.,,
  Death #219,Leech, None, Season 3, Episode 8,27, Dragonstone, Stannis Baratheon, Fire, Fire/Burning," Used as part of a magic ritual to kill the ""usurpers""",,
  Death #220,Leech, None, Season 3, Episode 8,27, Dragonstone, Stannis Baratheon, Fire, Fire/Burning," Used as part of a magic ritual to kill the ""usurpers""",,
  Death #221,Leech, None, Season 3, Episode 8,27, Dragonstone, Stannis Baratheon, Fire, Fire/Burning," Used as part of a magic ritual to kill the ""usurpers""",,
  Death #222,Mero, Second Sons, Season 3, Episode 8,27, Yunkai, Daario Naharis, Unknown, Unknown, Daario Naharis did not want to kill Daenerys,,
  Death #223,Prendahl na Ghezn, Second Sons, Season 3, Episode 8,27, Yunkai, Daario Naharis, Unknown, Unknown, Daario Naharis did not want to kill Daenerys Targaryen,,
  Death #224,White Walker, None, Season 3, Episode 8,27, Beyond the Wall, Sam Tarly, Dragonglass, Blade, Tried to take Gilly's infant son,,
  Death #225,Horse breeder, Night's Watch, Season 3, Episode 9,28, The Gift, Ygritte, Arrow, Arrow, Ygritte killed him after Jon Snow couldn't do so in a test of loyalty,,
  Death #226,Wildling, Free Folk, Season 3, Episode 9,28, The Gift, Jon Snow, Sword, Blade, Tried to kill Jon Snow when he failed a test of loyalty,,
  Death #227,Wildling, Free Folk, Season 3, Episode 9,28, The Gift, Summer, Direwolf teeth, Animal," Bran Stark ""warged"" into Summer's mind to help protect Jon Snow from wildlings",,
  Death #228,Wildling, Free Folk, Season 3, Episode 9,28, The Gift, Shaggydog, Direwolf teeth, Animal, Bran warged into Summer's mind to help protect Jon Snow from wildlings,,
  Death #229,Orell, Free Folk, Season 3, Episode 9,28, The Gift, Jon Snow, Sword, Blade, Tried to kill Jon Snow when he failed a test of loyalty,,
  Death #230,Yunkai soldier, Wise Masters, Season 3, Episode 9,28, Yunkai, Jorah Mormont, Sword, Blade, Killed during sacking of Yunkai,,
  Death #231,Yunkai soldier, Wise Masters, Season 3, Episode 9,28, Yunkai, Daario Naharis, Arakh, Blade, Killed during sacking of Yunkai,,
  Death #232,Yunkai soldier, Wise Masters, Season 3, Episode 9,28, Yunkai, Grey Worm, Spear, Spear, Killed during sacking of Yunkai,,
  Death #233,Yunkai soldier, Wise Masters, Season 3, Episode 9,28, Yunkai, Daario Naharis, Arakh, Blade, Killed during sacking of Yunkai,,
  Death #234,Yunkai soldier, Wise Masters, Season 3, Episode 9,28, Yunkai, Jorah Mormont, Sword, Blade, Killed during sacking of Yunkai,,
  Death #235,Yunkai soldier, Wise Masters, Season 3, Episode 9,28, Yunkai, Daario Naharis, Arakh, Blade, Killed during sacking of Yunkai,,
  Death #236,Yunkai soldier, Wise Masters, Season 3, Episode 9,28, Yunkai, Daario Naharis, Arakh, Blade, Killed during sacking of Yunkai,,
  Death #237,Yunkai soldier, Wise Masters, Season 3, Episode 9,28, Yunkai, Daario Naharis, Arakh, Blade, Killed during sacking of Yunkai,,
  Death #238,Yunkai soldier, Wise Masters, Season 3, Episode 9,28, Yunkai, Grey Worm, Spear, Spear, Killed during sacking of Yunkai,,
  Death #239,Yunkai soldier, Wise Masters, Season 3, Episode 9,28, Yunkai, Daario Naharis, Knife, Blade, Killed during sacking of Yunkai,,
  Death #240,Yunkai soldier, Wise Masters, Season 3, Episode 9,28, Yunkai, Daario Naharis, Arakh, Blade, Killed during sacking of Yunkai,,
  Death #241,Unborn Stark child, House Stark, Season 3, Episode 9,28, The Twins, Lothar Frey, Knife, Blade, Killed during the Red Wedding,,
  Death #242,Talisa Stark, House Stark, Season 3, Episode 9,28, The Twins, Lothar Frey, Knife, Blade, Killed during the Red Wedding,,
  Death #243,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Arrow, Arrow, Killed during the Red Wedding,,
  Death #244,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #245,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Arrow, Arrow, Killed during the Red Wedding,,
  Death #246,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Arrow, Arrow, Killed during the Red Wedding,,
  Death #247,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #248,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Arrow, Arrow, Killed during the Red Wedding,,
  Death #249,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #250,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #251,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #252,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #253,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #254,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #255,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #256,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #257,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #258,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #259,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #260,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #261,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #262,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #263,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Sword, Blade, Killed during the Red Wedding,,
  Death #264,Grey Wind, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Arrow, Arrow, Killed during the Red Wedding,,
  Death #265,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #266,Stark soldier, House Stark, Season 3, Episode 9,28, The Twins, Frey soldier, Knife, Blade, Killed during the Red Wedding,,
  Death #267,Robb Stark, House Stark, Season 3, Episode 9,28, The Twins, Roose Bolton, Knife, Blade, Killed during the Red Wedding,,
  Death #268,Joyeuse Frey, House Frey, Season 3, Episode 9,28, The Twins, Catelyn Stark, Knife, Blade, Killed during the Red Wedding,,
  Death #269,Catelyn Stark, House Stark  House Tully, Season 3, Episode 9,28, The Twins, Black Walder Rivers, Knife, Blade, Killed during the Red Wedding,,
  Death #277,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 4, Episode 1,30, Riverlands," Sandor ""the Hound"" Clegane", Sword, Blade, Killed in a tavern fight,,
  Death #278,Lowell (King's Soldier), House Baratheon of King's Landing, Season 4, Episode 1,30, Riverlands," Sandor ""the Hound"" Clegane", Knife, Blade, Killed in a tavern fight,,
  Death #279,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 4, Episode 1,30, Riverlands, Arya Stark, Sword, Blade, Killed in a tavern fight,,
  Death #280,Baratheon of King's Landing soldier, House Baratheon of King's Landing, Season 4, Episode 1,30, Riverlands," Sandor ""the Hound"" Clegane", Sword, Blade, Killed in a tavern fight,,
  Death #281,Polliver, House Baratheon of King's Landing, Season 4, Episode 1,30, Riverlands, Arya Stark, Sword (Needle), Blade, Revenge for killing Lommy,,
  Death #428,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Spear, Spear, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #429,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Axe, Axe, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #430,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Spear, Spear, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #431,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 4, Episode 10,39, Beyond the Wall, Wildling, Arrow, Arrow, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #432,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Spear, Spear, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #433,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Spear, Spear, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #434,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Sword, Blade, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #435,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Sword, Blade, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #436,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Sword, Blade, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #437,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Sword, Blade, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #438,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Sword, Blade, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #439,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Sword, Blade, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #440,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Sword, Blade, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #441,Wildling, Free Folk, Season 4, Episode 10,39, Beyond the Wall, Baratheon of Dragonstone soldier, Sword, Blade, Killed in Stannis Baratheon's attack on the wildling encampment,,
  Death #442,Zalla, Smallfolk, Season 4, Episode 10,39, Meereen, Drogon, Dragonfire, Animal, None,,
  Death #443,Wight, None, Season 4, Episode 10,39, Beyond the Wall, Summer, Direwolf teeth, Animal, Attacked Bran Stark and his group near the heart tree,,
  Death #444,Wight, None, Season 4, Episode 10,39, Beyond the Wall, Hodor/Bran Stark, Hands, Hands, Attacked Bran and his group near the heart tree,,
  Death #445,Wight, None, Season 4, Episode 10,39, Beyond the Wall, Hodor/Bran Stark, Hands, Hands, Attacked Bran and his group near the heart tree,,
  Death #446,Wight, None, Season 4, Episode 10,39, Beyond the Wall, Hodor/Bran Stark, Hammer, Bludgeon, Attacked Bran and his group near the heart tree,,
  Death #447,Wight, None, Season 4, Episode 10,39, Beyond the Wall, Meera Reed, Axe, Axe, Attacked Bran Stark and his group near the heart tree,,
  Death #448,Wight, None, Season 4, Episode 10,39, Beyond the Wall, Meera Reed, Axe, Axe, Attacked Bran Stark and his group near the heart tree,,
  Death #449,Wight, None, Season 4, Episode 10,39, Beyond the Wall, Child of the Forest, Magic fireball, Magic, Attacked Bran Stark and his group near the heart tree,,
  Death #450,Wight, None, Season 4, Episode 10,39, Beyond the Wall, Child of the Forest, Magic fireball, Magic, Attacked Bran Stark and his group near the heart tree,,
  Death #451,Jojen Reed, House Reed  House Stark, Season 4, Episode 10,39, Beyond the Wall, Meera Reed, Knife, Blade, Mercy killing after Jojen was stabbed multiple times by a wight,,
  Death #452,Wight, None, Season 4, Episode 10,39, Beyond the Wall, Child of the Forest, Magic fireball, Magic, Attacked Bran Stark and his group near the heart tree,,
  Death #453,Wight, None, Season 4, Episode 10,39, Beyond the Wall, None, Magic barrier, Magic, Attacked Bran Stark and his group near the heart tree,,
  Death #454,Wight, None, Season 4, Episode 10,39, Beyond the Wall, None, Magic barrier, Magic, Attacked Bran Stark and his group near the heart tree,,
  Death #455,Wight, None, Season 4, Episode 10,39, Beyond the Wall, None, Magic barrier, Magic, Attacked Bran Stark and his group near the heart tree,,
  Death #456,"Sandor ""The Hound"" Clegane", House Clegane  House Lannister, Season 4, Episode 10,39, The Vale, Brienne of Tarth, Hands, Hands, Brienne intended to take Arya Stark,,
  Death #457,Shae, House Lannister, Season 4, Episode 10,39, King's Landing, Tyrion Lannister, Hands/Necklace, Hands, Betrayed Tyrion and slept with Tywin Lannister,,
  Death #458,Tywin Lannister, House Lannister, Season 4, Episode 10,39, King's Landing, Tyrion Lannister, Arrow, Arrow, Revenge for trying to kill Tyrion and insulting Shae,,
  Death #282,Tansy, Smallfolk, Season 4, Episode 2,31, Dreadfort, Ramsay Bolton, Dogs, Animal, For Ramsay's sadistic pleasure,,
  Death #283,Axell Florent, House Florent  House Baratheon of Dragonstone, Season 4, Episode 2,31, Dragonstone," Melisandre ""the Red Woman"" of Asshai", Fire, Fire/Burning, Refused to renounce the Seven as his faith and convert to the Lord of Lig,,
  Death #284,Dragonstone citizen, House Baratheon of Dragonstone, Season 4, Episode 2,31, Dragonstone," Melisandre ""the Red Woman"" of Asshai", Fire, Fire/Burning, Burned as an offering to the Lord of Light,,
  Death #285,Dragonstone citizen, House Baratheon of Dragonstone, Season 4, Episode 2,31, Dragonstone," Melisandre ""the Red Woman"" of Asshai", Fire, Fire/Burning, Burned as an offering to the Lord of Light,,
  Death #286,Deer, None, Season 4, Episode 2,31, Beyond the Wall, Summer, Direwolf teeth, Animal, For food,,
  Death #287,Joffrey Baratheon, House Baratheon of King's Landing  House Lannister, Season 4, Episode 2,31, King's Landing, Olenna Tyrell, Poison, Poison, Olenna didn't want Margaery Tyrell to suffer through a sadistic marriage,,
  Death #288,Dontos Hollard, House Hollard, Season 4, Episode 3,32, King's Landing, Baelish soldier, Arrow, Arrow, To prevent Dontos from talking about Sansa Stark's escape,,
  Death #289,Guymon, Smallfolk, Season 4, Episode 3,32, The Gift, Ygritte, Arrow, Arrow, Killed in a wildling attack,,
  Death #290,Olly's mom, Smallfolk, Season 4, Episode 3,32, The Gift, Styr, Axe, Axe, Killed in a wildling attack,,
  Death #291,Peasant, Smallfolk, Season 4, Episode 3,32, The Gift, Thenn raider, Unknown, Unknown, Killed in a wildling attack,,
  Death #292,Peasant, Smallfolk, Season 4, Episode 3,32, The Gift, Tormund, Sword, Blade, Killed in a wildling attack,,
  Death #293,Peasant, Smallfolk, Season 4, Episode 3,32, The Gift, Tormund, Sword, Blade, Killed in a wildling attack,,
  Death #294,Peasant, Smallfolk, Season 4, Episode 3,32, The Gift, Tormund, Sword, Blade, Killed in a wildling attack,,
  Death #295,Peasant, Smallfolk, Season 4, Episode 3,32, The Gift, Tormund, Sword, Blade, Killed in a wildling attack,,
  Death #296,Peasant, Smallfolk, Season 4, Episode 3,32, The Gift, Ygritte, Sword, Blade, Killed in a wildling attack,,
  Death #297,Champion of Meereen's Horse, None, Season 4, Episode 3,32, Meereen, Daario Naharis, Knife, Blade, Killed in a fight between the Champion of Meereen and Daario,,
  Death #298,Champion of Meereen, Great Masters, Season 4, Episode 3,32, Meereen, Daario Naharis, Arakh, Blade, Killed representing Meereen as its champion,,
  Death #299,Meereen slave master, Great Masters, Season 4, Episode 4,33, Meereen, Meereen slaves, Unknown, Unknown, Killed in the sacking of Meereen,,
  Death #300,Night's Watch mutineer, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Eddison Tollett, Sword, Blade, Killed in battle of Craster's Keep,,
  Death #301,Night's Watch mutineer, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Locke, Sword, Blade, Killed in battle of Craster's Keep,,
  Death #302,Night's Watch mutineer, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Locke, Sword, Blade, Killed in battle of Craster's Keep,,
